epoch,step,train_acc,train_loss
2,3149,0.40625,1.7515113353729248
2,3199,0.5625,1.5604429244995117
2,3249,0.375,1.8125934600830078
2,3299,0.375,1.5788038969039917
2,3349,0.625,1.3453619480133057
2,3399,0.46875,1.6241512298583984
2,3449,0.46875,1.7844672203063965
2,3499,0.34375,1.8756431341171265
2,3549,0.6875,1.3284215927124023
2,3599,0.53125,1.684892177581787
2,3649,0.53125,1.7714922428131104
2,3699,0.5625,1.4169621467590332
2,3749,0.5,1.4297552108764648
2,3799,0.6875,1.2931692600250244
2,3849,0.4375,1.6222453117370605
2,3899,0.5,1.5197288990020752
2,3949,0.375,1.9534393548965454
2,3999,0.65625,1.2247568368911743
2,4049,0.4375,1.661860466003418
2,4099,0.5,1.4790418148040771
2,4149,0.40625,1.5494309663772583
2,4199,0.5,1.5944113731384277
2,4249,0.53125,1.4355534315109253
2,4299,0.65625,1.5476869344711304
2,4349,0.5625,1.5003039836883545
2,4399,0.5625,1.4504878520965576
2,4449,0.625,1.3077356815338135
2,4499,0.5625,1.6252285242080688
2,4549,0.46875,1.5666007995605469
2,4599,0.375,1.7776774168014526
2,4649,0.46875,1.7082775831222534
3,4699,0.59375,1.5858590602874756
3,4749,0.625,1.4189175367355347
3,4799,0.53125,1.4483740329742432
3,4849,0.625,1.3376805782318115
3,4899,0.5,1.4305521249771118
3,4949,0.59375,1.3936572074890137
3,4999,0.6875,1.3313937187194824
3,5049,0.5625,1.3333932161331177
3,5099,0.53125,1.4520411491394043
3,5149,0.6875,1.2566368579864502
3,5199,0.53125,1.5272819995880127
3,5249,0.53125,1.4040685892105103
3,5299,0.625,1.4256517887115479
3,5349,0.6875,1.1740987300872803
3,5399,0.46875,1.603462815284729
3,5449,0.5,1.74512779712677
3,5499,0.375,1.737350583076477
3,5549,0.4375,1.5590505599975586
3,5599,0.53125,1.3864392042160034
3,5649,0.53125,1.6570522785186768
3,5699,0.5625,1.5411052703857422
3,5749,0.59375,1.3038607835769653
3,5799,0.59375,1.3614821434020996
3,5849,0.5625,1.6027348041534424
3,5899,0.5,1.602252721786499
3,5949,0.65625,1.2364550828933716
3,5999,0.4375,1.754708170890808
3,6049,0.59375,1.5477473735809326
3,6099,0.65625,1.2604535818099976
3,6149,0.5625,1.3576264381408691
3,6199,0.71875,1.293681025505066
3,6249,0.5625,1.5606377124786377
4,6299,0.75,1.1622231006622314
4,6349,0.59375,1.257263422012329
4,6399,0.6875,1.126233696937561
4,6449,0.625,1.4270662069320679
4,6499,0.78125,1.2333834171295166
4,6549,0.65625,1.32526695728302
4,6599,0.75,1.2563964128494263
4,6649,0.65625,1.2350703477859497
4,6699,0.5,1.5831810235977173
4,6749,0.5625,1.4688212871551514
4,6799,0.59375,1.3908376693725586
4,6849,0.625,1.3429431915283203
4,6899,0.65625,1.3113901615142822
4,6949,0.625,1.3866546154022217
4,6999,0.53125,1.4476488828659058
4,7049,0.625,1.4662718772888184
4,7099,0.53125,1.4253877401351929
4,7149,0.5625,1.4429309368133545
4,7199,0.59375,1.2983119487762451
4,7249,0.65625,1.2476818561553955
4,7299,0.6875,1.3966188430786133
4,7349,0.625,1.3504432439804077
4,7399,0.65625,1.20180344581604
4,7449,0.5,1.434614658355713
4,7499,0.59375,1.3024444580078125
4,7549,0.625,1.2277953624725342
4,7599,0.625,1.397205114364624
4,7649,0.5625,1.42982017993927
4,7699,0.65625,1.3664703369140625
4,7749,0.625,1.3292903900146484
4,7799,0.78125,1.0904136896133423
5,7849,0.5625,1.3360408544540405
5,7899,0.5,1.6970295906066895
5,7949,0.59375,1.4071826934814453
5,7999,0.6875,1.3114392757415771
5,8049,0.78125,1.0610851049423218
5,8099,0.5625,1.3729219436645508
5,8149,0.65625,1.3292973041534424
5,8199,0.625,1.103267788887024
5,8249,0.6875,1.2305922508239746
5,8299,0.59375,1.3741624355316162
5,8349,0.5,1.5705888271331787
5,8399,0.625,1.4048986434936523
5,8449,0.71875,1.2671527862548828
5,8499,0.6875,1.1862032413482666
5,8549,0.59375,1.2032281160354614
5,8599,0.53125,1.4802803993225098
5,8649,0.59375,1.3774034976959229
5,8699,0.78125,1.2974141836166382
5,8749,0.75,1.1202868223190308
5,8799,0.59375,1.3984264135360718
5,8849,0.625,1.2087748050689697
5,8899,0.53125,1.5194467306137085
5,8949,0.75,1.2312625646591187
5,8999,0.6875,1.2610164880752563
5,9049,0.59375,1.3338631391525269
5,9099,0.75,0.9648698568344116
5,9149,0.5625,1.3544682264328003
5,9199,0.5625,1.5430150032043457
5,9249,0.8125,0.9343070387840271
5,9299,0.6875,1.3990834951400757
5,9349,0.625,1.431006669998169
6,9399,0.625,1.3534311056137085
6,9449,0.53125,1.3851268291473389
6,9499,0.65625,1.2937707901000977
6,9549,0.75,1.1671561002731323
6,9599,0.6875,1.2680121660232544
6,9649,0.71875,1.1632384061813354
6,9699,0.65625,1.2324053049087524
6,9749,0.625,1.196677565574646
6,9799,0.78125,1.1430639028549194
6,9849,0.65625,1.217124342918396
6,9899,0.625,1.4031461477279663
6,9949,0.59375,1.4376534223556519
6,9999,0.75,1.1163252592086792
6,10049,0.6875,1.0698776245117188
6,10099,0.71875,1.209175705909729
6,10149,0.625,1.315904140472412
6,10199,0.78125,1.0297352075576782
6,10249,0.71875,1.0965656042099
6,10299,0.6875,1.078462839126587
6,10349,0.6875,1.1390399932861328
6,10399,0.65625,1.234790563583374
6,10449,0.71875,1.1188108921051025
6,10499,0.59375,1.311954140663147
6,10549,0.75,1.125
6,10599,0.71875,1.1361913681030273
6,10649,0.75,1.1204503774642944
6,10699,0.59375,1.35924232006073
6,10749,0.65625,1.1657313108444214
6,10799,0.65625,1.1929792165756226
6,10849,0.65625,1.2187190055847168
6,10899,0.78125,1.1781423091888428
7,10949,0.65625,1.1626437902450562
7,10999,0.71875,1.1752694845199585
7,11049,0.71875,1.2360055446624756
7,11099,0.75,1.166451334953308
7,11149,0.625,1.132596492767334
7,11199,0.5625,1.208704948425293
7,11249,0.75,1.0436254739761353
7,11299,0.78125,0.9819801449775696
7,11349,0.6875,1.1470558643341064
7,11399,0.6875,1.1575263738632202
7,11449,0.6875,1.2342309951782227
7,11499,0.75,1.0676600933074951
7,11549,0.625,1.428366780281067
7,11599,0.71875,1.0675137042999268
7,11649,0.75,1.222316026687622
7,11699,0.6875,1.325760841369629
7,11749,0.71875,1.2488946914672852
7,11799,0.6875,1.010064959526062
7,11849,0.71875,1.2681331634521484
7,11899,0.75,1.016318917274475
7,11949,0.6875,1.1519432067871094
7,11999,0.75,1.1010186672210693
7,12049,0.75,1.062636375427246
7,12099,0.625,1.3423997163772583
7,12149,0.8125,1.1578288078308105
7,12199,0.6875,1.3906769752502441
7,12249,0.625,1.2621773481369019
7,12299,0.84375,0.9665422439575195
7,12349,0.71875,1.3018341064453125
7,12399,0.78125,1.0099684000015259
7,12449,0.6875,1.119661808013916
7,12499,0.71875,1.1384836435317993
8,12549,0.59375,1.247830867767334
8,12599,0.71875,1.2981266975402832
8,12649,0.3125,2.0201659202575684
8,12699,0.5625,1.3338319063186646
8,12749,0.625,1.495002269744873
8,12799,0.78125,1.2480642795562744
8,12849,0.75,1.1089578866958618
8,12899,0.59375,1.1796358823776245
8,12949,0.75,1.1353838443756104
8,12999,0.6875,1.2205703258514404
8,13049,0.78125,1.0930182933807373
8,13099,0.75,1.021133542060852
8,13149,0.71875,1.2113194465637207
8,13199,0.6875,1.290945291519165
8,13249,0.65625,1.0963671207427979
8,13299,0.78125,1.0608620643615723
8,13349,0.6875,1.2022501230239868
8,13399,0.625,1.3139160871505737
8,13449,0.71875,1.168144702911377
8,13499,0.8125,1.0986806154251099
8,13549,0.71875,1.213268756866455
8,13599,0.71875,1.161674976348877
8,13649,0.6875,1.2972468137741089
8,13699,0.71875,1.1498441696166992
8,13749,0.625,1.259820818901062
8,13799,0.71875,1.2015783786773682
8,13849,0.65625,1.2989422082901
8,13899,0.84375,0.9943119287490845
8,13949,0.625,1.2676984071731567
8,13999,0.6875,1.4235526323318481
8,14049,0.6875,1.1154041290283203
9,14099,0.65625,1.12164306640625
9,14149,0.78125,1.0346128940582275
9,14199,0.875,0.9455230832099915
9,14249,0.65625,1.3668986558914185
9,14299,0.71875,1.1299912929534912
9,14349,0.75,1.1572856903076172
9,14399,0.6875,1.2709990739822388
9,14449,0.6875,1.2633440494537354
9,14499,0.71875,1.101306438446045
9,14549,0.71875,1.0664825439453125
9,14599,0.75,1.1595065593719482
9,14649,0.625,1.323390007019043
9,14699,0.71875,1.1359453201293945
9,14749,0.84375,0.9147403240203857
9,14799,0.5,1.2841999530792236
9,14849,0.625,1.3185786008834839
9,14899,0.5625,1.5267516374588013
9,14949,0.71875,1.150053858757019
9,14999,0.71875,1.175316572189331
9,15049,0.78125,1.0176255702972412
9,15099,0.875,0.9659615755081177
9,15149,0.625,1.372633934020996
9,15199,0.59375,1.2517890930175781
9,15249,0.71875,1.0498121976852417
9,15299,0.8125,0.9348275661468506
9,15349,0.625,1.4500923156738281
9,15399,0.6875,1.2037221193313599
9,15449,0.78125,1.0412416458129883
9,15499,0.6875,1.1080185174942017
9,15549,0.71875,1.0999699831008911
9,15599,0.625,1.3096599578857422
10,15649,0.625,1.3741917610168457
10,15699,0.71875,1.1635115146636963
10,15749,0.75,1.0357800722122192
10,15799,0.8125,1.0836029052734375
10,15849,0.71875,1.1782569885253906
10,15899,0.78125,1.0115256309509277
10,15949,0.625,1.3431525230407715
10,15999,0.5625,1.2237792015075684
10,16049,0.59375,1.379023790359497
10,16099,0.65625,1.265324354171753
10,16149,0.71875,0.9807554483413696
10,16199,0.75,1.0857200622558594
10,16249,0.59375,1.4144973754882812
10,16299,0.6875,1.1099863052368164
